comment,label,df
පලයන් හු.....යෙ යන්න..අපිත් ඉන්නෙ රට තමයි.,1,B
පලයන් හුත්ති යන්න,1,B
පලයන් හුත්ති යන්න... ඔහෙම මැරිලා ඔහෙම වැලලිය කාලකන්නි හැතිකරේ... අපේ රටත් කන්න එනෝ මෙතන...,1,B
පලයන් හුත්ති යන්න.බැල්ලි තෝ යකෝ තමන් ඉපදුණු රටටනේ ඔහොම කියන්නේ.අප්පට හුකාගනින් තෝ ඉදගෙන.,1,B
පලයන් හුත්තියෙ යන්න තො පුකදිපිය සුද්දන්ට බලුහුත්තියෙ,1,B
පලයන් හුත්තියේ යන්න ...තොට කොහොමත් ලන්කාවට එන්න තියන්නෙ නැ ගොන් බැල්ලී.,1,B
පලවේසි යන්න,1,B
පලහුත්ති,1,B
පලහුත්ති දැන් පුක දිපන්,1,B
පලා හුත්තියේ යන්න ,1,B
පලෙයන් පදුරු වේසී,1,B
පල් කැරි වෙසි යන්න,1,B
පවි මෙයාට මී උණ. පලල අරන් තියෙන්නේ.,1,B
පවුල් පස්න ඇති කරනව නෙමේ.. තාත්තයි පුතයි කියල ,0,B
පවුල් පාලනේ මුන්ගේ,0,B
පව් අසරනයා අනිවාර්යයෙන් අනාගතය ගැන අහන්න දෙයක් නැ.ලංකාවට එන්න එපා ...ප්ලිස්...මෙ වගෙ අයට අනුකම්පා කරන්න නියොජ්‍ය පොලිස්පති අජිත් රොහන තුමනි ඔබගෙ සෙවය අපි නිතරම දකිමි ඔබ තුමාට සම්මා සම්බුදු සරනයි .මෙ සත්තු කියන එවා හිතන්නවත් එපා අපි දන්නවා ඔබ තුමාගෙ කැපවීම ...,0,B
පව් ඉතින් ඔච්චර කියවන්නෙ නිකං ගිහින් විදායක් ශ්‍රේනියේ රැකියවක් කරනවා වගේ.රස්සාවක් බල්දු කරනවා නෙවෙයි. ඒහේ ගිහින් නාකි ගෑනුන්ගේ පුකවල් හෝදලා පොරටෝක් දෙනවා මෙතන.. A' class job kranawa wage නිකං ගොං පාට් දාන්න එපා හුත්තියේ අපි නොදන්නවා නෙවෙයි ..,1,B
පව් ඉතින් චරිතෙ ඉවරයි ,0,B
පව් ඉතින් මර බියෙන් කියවනවා. එන්න බැරි වුණ නිසා. එයාගේ පවුල ලංකාවට එන්නේ නෑ කියලා කාටවත් ප්‍රශ්නයක් නෑනේ,0,B
පව් ඔයා පව් නිකන් පුප නොදී ඉන්ඩ ඇන්ටි ලයිව් ඇවිත් මලමිනි අපිට මොකටද ,1,B
පව් කාලකන්නි . ඉස්ලාම් වගේ ආගම ක් අදහන උන්ගෙන් මීට වඩා වැඩි යමක් බලාපොරොත්තු වෙන්නෙ කොහොමද බන් .. මූව යවන්න ඔනේ අමරිකාවේ නාසා එකට,1,B
පව් නේද මෙයා මට හිතෙන විදිහට වැඩි කල් නෑ. ඉටිපන්දමක් නිවෙන්න අන්තිම මොහොතේ ගොඩක් එලිය වැටිලා නිවිල යනවනෙ. පව්......,1,B
පව් බන් උබ,0,B
පව් මෙකෙගේ මිනිහා .ගෙදර කොහොම ජිවත් වෙනවද දන්න නෑ.කට යක්ෂනියෙක්ගේ වගේ .,1,B
පව් මේ මෝඩ ගෑනි.මැරෙන්ඩ බයේ කෑගහනවා ,1,B
පව් මේකිගෙ පව මේ වෙන මුකුත් නෙවෙයි පව.මේ වගේ මානසික ලෙඩ්ඩුන්ට බැනල වැඩක් තව ටික දවසකින් ඕකිටම හිතෙයි ලංකාවෙ හිටිය නම් ජීවිතේ බේර ගන්න පුලුවන් කියල.,1,B
පව් යකො මෙ වෙසි වදාපු අම්මා ....,1,B
පව් යකෝ තොපේ දෙමව්පියෝ,1,B
පව්කාරයෝ ඉන්නේ . ඒකයි ඔය තරම් මරන.රීලග මරනේ උබේ,1,B
පව්ඩර් කේස් එක... ඒකනම් පට්ට ම....,0,B
පව්ලෙ උදවිය කමෙන්ට් නොබලත්වා ,0,B
පසෙන් විසබීජ නැතිවෙනවම් පස් අරන් උබලා කාලා කොරෝනා හොද කරගනින්කෝ... එතකොට පුච්චන්නේ නැ.. ,1,B
පස් කමු........,0,B
පස් කවපිය එහෙනම් ලෙඩේ හැදුන තොපේ උන්ට වයිරසය නැතිවෙලා යන්න..තව හුජ්ජ දාලා උලමා....නෙදකින් තෝ වල් ඌරා....,1,B
පස් කියන්නේ විශබීජ නාශකයක්... ,0,B
පස් ගැන දන්නේ නෑත්තේ මොකෝ අබ්දුල් රාසික්.ඔලුවෙත් තියෙන්නේ ඒවානේ.,1,B
පස් ඩෙනා හඩන්න 150 පුකෙ අරින්න අති නෙඩ,1,B
පස් තම්බල සුප් එකක් හදන් බීපන් උබ,1,B
පස් පිලිබද f r o g පකාචාර්ය්‍ය අමිමපා මු ලග පාතක හිටියනං ඇදිරිනිතිය කැඩුවා කියලා නෙමෙයි අපිව lockup කරන්නෙ .,1,B
පස් වලට දත් තියෙනවා කියලා දැනගත්තෙ මේ මිනිහා කියද්දී ,0,B
පස් වලින් නෂ්‍ය කරනවා කියන්නෙ ..නොතෙරේ මට ..ගැඩවිලානනි (පනු මහාචාර්ය අබ්දුල් රාසික් ) තේරුම් කර දෙනු මැනවි ..,1,B
පස් විසින් ශරීරය කාදමනවා...මොකක්ද බන් මේ කියන්නේ,0,B
පස්වල තිබෙන වීශබීජ නසන විශේෂ ගතිලක්ශනය යොදාගෙන අපි කොරෝනා පරදවමු. අසාදීතයන් සියල්ල වලලමූ,0,B
පස්වල විසබීජ නස්‍ය කරන ගතිලක්සනයක් තියනව කියල දැනගද්දි ඔයාගෙ වයස කීයද?,0,B
පහනකින් විහිදෙන එලියක් වගේ ඇය..සුන්දරයි. ඔබ තුමන්ලා ට දීර්ඝායූ වේවා !!!,0,B
පහාර බැල්ලි තෝ ම වලදාපං.,1,B
"පළ කාලකණ්ණියා යන්න, 1918 flu වසංගතය නිසා භූමදානය කළ than වල තම අවුරුදු 100 ගත වෙලත් එම වෛරස තම තිබෙන බව සොයා ගෙන තිබෙ",1,B
"පළමුවත්,දෙවනුවත්තෙවනුවත් !!!අපෙයි අප හැම දෙන, ඔබ හැර.",1,B
පළවෙනි නීතිය තමා තමංගෙ ඩුප්ලිකේට් එකව දකින්න බෑ.. ඔයා නීතිය කැඩුවා. දැං ඉතිං මුලු මන්දාකිණියටම විදවන්න වෙයි ,0,B
පාඩම් කරපියව් ගැන හොයන්නේ නැතුව,0,B
පාඩුවේ ඉද්දි ආයේ අවුස්සනව... Anyway වැඩේ එල ,0,B
පාදෙනිය මහත්මයා සිංහල වෙදකමට යොමු වීම හොද බව පවසා තිබෙනවා. දුම් ඇල්ලීම. කොත්තමල්ලි බීම. වෙනිවැල් ගැට. ආදි දේ නමුත් තවත් දොස්‌තර මහතකු ඔහුගේ එ දේ විවෙචනය කර තිබෙනවා ඔහුට එසේ පැවසීමට නොහැකි බව. එ සදහා ක්‍රියාමාර්ගයක් ගන්න.සිංහල වෙදකම තමා හොදම.,0,B
පාර ලකා පාර ඒක වාසී අර බිල්ඩ්ම ම ගත්තනම් ඊට වඩා වාසී,0,B
පාරවෙිසි හොදට අැනගනිමි සුද්දට දිලා එකේ රසටද ගැමිම පාරවෙිසි,1,B
පාලනය කරන්න අමරුනම් ඇයි උට්ටියෙ උබට අමාරුවද,1,B
පාංශු ඛාදනය ගැනවත් කියහං විද්‍යාත්මක ආගමක විද්‍යාත්මක පහදා දිමක්,0,B
පාංශු පිලිබද සම්මානිත මහාචාර්ය අබ්දුල් ‍රාසික්,0,B
පාස්කු ප්‍රහාරය සාර්ථක කරගන්න කොලඹ උද්ඝෝෂණය කරල නැගෙනහිර සහරාන්ට අවධානය යොමු නොව්මට ඉතා සුක්ෂම විදියට ආරක්ෂක අංශ නොමග යවපු පරයෙක් තමා මු,1,B
"පාස්කු ප්‍රහාරයට කිසි දෙයක් කරගන්න බැරි වෙච්ච ඔයා .......,ගිය ආණ්ඩු කාලය මේක වුණා නම් මිනිස්සු මැරිලා",1,B
පාස්කු සිදුවිමට සමිබන්ද යැයි පැවසු මොහු තවත්...... (අවදානය පිණිසයි.),1,B
පැකින් තාම අලුත් ඇති,0,B
පැය 5කට පස්සේ මිනිය තෝ බදාගෙන හිටපිය.තෝත් එක්කම පුච්චන්න,1,B
පැය4 ඵලියේ තියලා මිනිය ගේදර අරන් පලයන්,1,B
පැයකට කියද. නයිට් එකකට කියද,1,B
පැල ගලවයි හැබැයි 1 ගැලවුවොත් 100 හිටවනවා බ්‍රොරෝ,0,B
පැල සිටවන එකනමි උතුමි කියාවක් හදවතින් සුභ පතනව තිස්ස කාරය තමයි අවුල් මිනිසුන් නොමග යවපු ගුරා,0,B
පැල හිටවන්න මාත් එන්නම්.. අපි කොළඹ හරිය හැබැයි හුස්ම අපි හැමෝටම.. තැනයි වෙලාවයි දාපන් වැඩේ සෙට් කරල..,0,B
පැල හිටෝල විතරක් මදි රැට්ටෝ ඕවට වතුර දාන්න වැඩපිලිවෙලකුත් ඕන.. කලින් ලක්ශ ගානක් හිටෝපු පැල මේ වෙද්දි 5% ක් වත් නෑ බ්‍රෝ... ✍️,0,B
පැල හිටෝලා හරි කමක් නෑ MCC පව් ටික ගෙවන්න,0,B
පිට කොටුවේ බෝගහ යට හිටපු බඩුවක් වගේ,1,B
"පිට රැටියනට ගැති නොවන ජාතියක් මේ සමගම ඇති කරමු.අපේ අවශ්‍යතාවන් අපිම සපුරා ගමු. ගරු ඔබයි අපේ අන්තිම අපේක්ෂාව. ශ්‍රි ලංකාද්වීපය නැවතත් ""හෙලයන්ගේ"" දේශයක් බවට පත් කරමු.",0,B
පින තිබ්බනං ගිහින් වලං හොදල දෙපයින් නැගිටින්න ඕනවෙන්නෙ. නෑ 25 කෑල්ලක් උනාට මොලේ 5ක එකෙක්ගෙ තරම්වත් නෑ,1,B
"පින සිංගල්,කරුමෙ ඩබල්...",0,B
පිනක් කරලා තිනෝ කියන්නේ ,0,B
පිය පුතු,0,B
පිය පුතු,0,B
පිය පුතු දෙපල ,0,B
පිය පුතු පෙම️,0,B
පිය පුතු බැඳීම ️,0,B
පිය පුතු සංවාදයක් ,0,B
පිය පුතු සෙනෙහස,0,B
පිය පුතු හමුවක්.,0,B
පිය පුතු හමුවූ ඒ සොදුරු මොහොත..,0,B
පිය සෙනෙහස,0,B
පිය සෙනෙහසට කවි ගී ලිය වුනා මදී ,0,B
පියපුතු සෙනෙහස ,0,B
පියා ,0,B
පියා හා පුතා අතර සංවාදයක් ,0,B
පියාණෝ,0,B
පියානෝ සහ පුතානෝ!,0,B
පියෙකු මෙන් පුතෙකු මෙන්,0,B
පිරිමියෙකුගේ ශක්තිය ගැහැණියයි.,0,B
පිරිමියෙකුට ශක්තිය ගැහැනියක් ඔබ දෙපලට ජේසු පිහිටයි,0,B
පිරිසක්ම ගෑනියෙක් අවජාතක ගෑනියෙක්,1,B
පිසු ගොනො උබ ඉන්එකේට්ට කියලා පුකේඅැරගනින්,1,B
පිසුද ගොන් ගැනියේ උබට.....,1,B
පිස්සා ..බුරැවා.,1,B
පිස්සියක් නෙවයි පිස්සු හු#තියක්.,1,B
පිස්සු,0,B
පිස්සු,1,B
පිස්සු උත්තියේක්ද කොයිද .උබලා ඔයේම ඉටපං .නැත්නම් මෙහෙ රටෙ උන් දායි දන්සල් වගේ පොලිමක් ඔදේ සොරි .,1,B
පිස්සු කොච්චියේ කියවනවා මෙකිට පිස්සු,1,B
පිස්සු කොර.. ,0,B
පිස්සු ගැනියෙක්...,1,B
පිස්සු ගෑනියෙක්,1,B
පිස්සු ගෑනුන්ට දි බේත් කරන්නෙ නැද්ද අයියෙ...,1,B
පිස්සු ගොනාට මොනවද කියන්නේ ,1,B
පිස්සු පකයා.මුන් බය නැතුව මෙ වගෙ බොරු කියන්නෙ කොහොමද?අපෙ ජානාදිපති මෙවා දකින්නෙ නැද්ද,1,B
පිස්සු බැරි,1,B
පිස්සු බැල්ලි වගේ දැක්කෙ,1,B
පිස්සු යකෙක්,1,B
පිස්සු හැදිල මුඋට,1,B
පිස්සු හැදිලා ,1,B
පිස්සු හැදෙයි ,0,B
පිස්සු හුත්ති..... ,1,B
පිස්සු හුත්තියක්,1,B
පිස්සු හුත්තියේක් තො මැරිය කෝරියාවේම,1,B
පිස්සු හුත්තෙක්......,1,B
පිස්සුද ...,0,B
"පිස්සුද යකු උබේ හිමිකම් සේරම අවලංගු කරයි,,",0,B
පිස්සුද හුත්තෝ,1,B
පිස්සෙක්,1,B
පිස්සෙක්...,1,B
පිස්සො කලබල වුනාට දොස්තර කලබල වෙන්නෑ,0,B
පිස්සො මුන් කව්ද ආරක්ෂා කලේ,1,B
පිස්සොන්ට කියලා වඩක් නැ,0,B
පිස්සෝ කලබල කරාට දොස්තරල කලබල නෑ. බල්ලෙක් බිරුවට කවුද ගණන් ගන්නේ.,1,B
පීඩනේ වැඩි කමට වෙන්නත් පුළුවන් ,0,B
පීතූ පාදං නමාමි,0,B
පීසා කුලුන හමු උනා....හරිම ලස්සනයිනෙ මම පුදුම උනා....,0,B
පීස් මගෙ කටට ගන්න ,1,B
පු###$දියන් ඉතාලියට පට්ට වේසි තොට කියන්න වෙන වචන නැ,1,B
පුක අමාරුවට දරුවො 5 ක් හදාගෙන රජයට කන්ඩ දෙන්න කියනවා ඇති පරට්ට බැල්ලි,1,B
පුක කසා ගන්න නියපොත්තක් නැතුව හිටිය උන් ගියාම උඩින් යන්නෙ. එහෙ උන්ගේ පුක හෝදලා මෙහෙ ඉන්නේ කම්පැනිවල වැඩ කරපු උන් වගේ. අනේ තොගේ ළමයිවත් තියාගෙන එහෙම ඉදපිය. ඇයි උඹ ලංකාවට අවොත් අපේ රට දියුණු වෙනවද. අනේ පලයන් ගෑනියේ. උඹ කියන කතාවලට මගෙ පුක තවම හිනා වෙනවා. මේ සරු පොලවේ උඹව වැලලුවොත් මේ පොලවත් ඉවරයි. ආයේ මේ පොළවේ කිසිමදෙයක් අස් වද්දන්නති බැහැ. ඒ හින්දා එහෙටම වෙලා ඉදපන්. ,1,B
පුක තියවද දන්නෑ,1,B
පුක දිපං ට හුකන්න,1,B
පුක දියන් ගැනියේ උබ,1,B
පුක දීපං නාකි සිංජොරෙකුට,1,B
පුක දුන්නට අපි දෙන්නැ පුපුපුපුපුපු.........ක,1,B
පුක දෙන කෙළි වේසි ගොන් බඩු පුක දීපු පට්ට ගොනා පුක දීල දීල ඉතාලියට ..මන්ද බුද්ධික බඩු වෙිසි.උඹ ගිය රට මොකක්ද හුත්තියේ ඔහු ලංකාවට එන්න එපා පරණ හරකෙක් .දල් පුකෙ අරින්නේ,1,B
පුක දෙනවනම් දිගෙන හිටපන්.ඇදිරි නිතිය ගැන ලංකාවෙ ඉන්න අපි බලා ගන්නම්.,1,B
පුක දෙන්න එපා ඔයා,1,B
පුක දෙන්න බැරිද පොඩ්ඩක්,1,B
පුක දේපන් හුත්ති තොට හෙන ගහනවා මෙි උතුමි දේශ්යට ගරනවාට පරබැල්ලි,1,B
පුක නොදි ඉදපන් අක්කෙ,1,B
පුක නොදි වැලලියං ගැනියේ!!!ඒක ඇත්ත උඹ ලංකාවෙ හිටියනං දැං පිටකොටුවෙ ගොනා ගහනව. ඔහෙම හිටපං රත්තරං උඹෙ ඉන්න ලමයි පස්දෙනා මෙ විඩියෝ එකදැකල පුක කපාගෙන මැරෙයි බලගෙන මට බැ සාන්ත ,1,B
පුක නොදී ඉදපන් කැරි වේසී.......... ගොන් වේසියෝ කොහොමත් ලංකාවට එන්න හිතන්නත් එපා..... උබට ලමයි පහක් හිටියට වදලා නෙවෙයි නේ...... ඒකයි හුත්තියේ වෙනස.........,1,B
පුක ලොකුද,1,B
පුක ලොකුද පට්ට වෙසි,1,B
පුක විකුනල දැන් නැගිට්න්න පුලුවන්ද මන්ද,1,B
පුක සුදු ද. .,1,B
පුක සුදුද,1,B
පුක.සුදුද.තොගේ,1,B
පුකට අනීනව,1,B
පුකදියන් කැරි වේසි.තෝ ඔහෙටම වේලා හිටපිය ගොන් වේසි...ඔහේ බල්ලො හුකල හුකල හුත්ත කුනු උනහම වරෙන්කොවේසි බඩගාගෙන ලංකාවට...හරියට නින්දකුත්නැතුව මේදවස්වල රටබේරගන්න දගලන මුලු ලංකාවම ආදරේකරන ඒමනුස්සයට කියපු ඒවට තොගෙ පුක හතටපැලියන් පදුරුවේසි...,1,B
පුකම තමයි,1,B
පුකේ අමාරැව හරිද දැන්,1,B
පුකේ අරින්ට ඕනේ පෝලිමේ මේකිට,1,B
පුකේ අැරගනින් හුත්තියේ ගෙං වස්සේකුට කියල කැරි බැල්ලි,1,B
පුකේ ඇරියම එලියට ආව සුක්‍රානු ටිකක් යෝනිමාර්ගයේ ගෑවිලා තමා ඕකි ජාතක වෙලා තියෙන්නේ,1,B
පුකේ හිල ලොකුද දන් නෑ,1,B
පුක්මන්තාට පෙනියන්,1,B
පුක්මන්නා තොත් ගම්5ද ,0,B
පුතා වෙන්න ඕනෙ දේ කෙටියෙන් කියන්න...ඔච්චර තටමන්න ඕනේ නෑ...වැලලෙන්නද ඕනේ පිච්චෙන්නද? හරියට හොයලා කියපං,1,B
පුදුම අවස්ථාවාදි කුහක පෙරේතයො,1,B
පුදුම කැක්කුමක් තියෙන්නේ හමිබකරපුවා බෙදුවානමි ඉවරයිනේ කියවන්නේ නැතුව,1,B
පුදුම මූසල කමක් දැනුනේ ඒක බලලාඅපේ ජාතියේම වාසනාව මේ රටේ නැත්තේ එයා.ඉපදුන රටට හොදටම ස්තුති කලා.,0,B
පුදුම සතුටක් දැනුනෙ මේක යද්දි ,0,B
පුදුමයි ඇත්තටම! මේ ටිකකට කලින් හිතුව මැකෝටයි රැට්ටටයි video එකක් කරන්න කිව්වනම් නියමෙට තියෙයි කියලා බැලින්නම් මෙන්න වීඩියෝ කෝල් එකකකුත් අරන් පුලුවන්නම් වීඩියෝ එකක් කරන්න අපි බලන් ඉන්නවෝ✌,0,B
පුබුදිනී කාන්තගේ,0,B
පුරුද්දට හා හා රියැක්ට් එකක් වැටුනා පට්ට මචං.,0,B
පුලුවන් නම් වරෙන් ලංකාවට,0,B
පුලුවන්නම් අර මිස්වත් ඕකට එකතුකරගන්න,0,B
පුලුවන්නම් ඔය කපන්න දගලන පැත්තේ වැඩියෙන් හිටවලා දාපන්.. ඒ වගේම ඒ ටික බලාගන්න වැඩ පිලිවලකුත් හදලාම,0,B
පුලුවන්නම් සබ්ටයිට්ල් එක්කම දාන්න.. ,0,B
පුළුවන් නම් මෙ gon බඩුවගෙ සම්පූර්ණ නම පාස්පොට් නම් භරය එවන්න කවදා හරි ලංකාවට ආවම අල්ලාගෙන රටට පෙන්වන්න ,1,B
පූක දීපන් කේරෝනා අක්කේ,1,B
පෙත්ත මාරු වෙලද බන් මේකිට...,1,B
පෙනහලුවලට නැතුව මොලේට කොරෝනා හැදිච්ච එකියක් !,1,B
පෙන්ශන් ගියාම එක්ක වීඩියෝ කරන්ට,0,B
පෙරේදා ගල් ගහල තාම ගඳයි නං ප්‍රියන්තයව ඩෙටෝල් දාල නාවල තමයි ගෙට ගන්න තිබ්බෙ.,0,B
පේනව ඒක මැරෙන තරමෙන්.ලංකාවේ පිනකට තමයි උබල වගේ උන් රට ගියෙ.,0,B
පේනවනේතොපේමැරේනහැටි තොපිට වඩා අපි පියවර දහස්ගණනක් ඉස්සරහයින්නේ වේසියේ තොකොහොමත් වේසිය්ෆක්නේ,1,B
පේනවා නේද කොහොමද unp ආණ්ඩුවක් තිබ්බා නම් ලංකාවේ භාගයක් මැරෙනවා ...mun පාර්ලිමේන්තු යවන්න එපා,1,B
පේනවා හොදටම පේනවා . ඉතිං ඔබට ලංකාව එපා නම් ඇයි සිංහලෙන් කතා කරන්නේ .කතා කරපන් භාෂාවෙන් .,0,B
පේරසමේන් හිටපන් ඡාතිවාදියා.උබ පාස්කු පහරයටත් රුඡෘවම සබ්බන්දයි.තිස්තුන් කෝටියක් දේවිවරුඉන්නවා උබට අනිවාර් යේන්ම දරුනුම දඩුවමක් ලැබිය යුතුමයි.,1,B
පොටෝ එකට වඩා ආතල් බම් ලයික් වැඩි වෙන විදිය බලන් ඉන්න එක ️~ කමෝන් ~,0,B
පොඩි ,0,B
පොඩි ඇත්තකුත් තියෙනව කතාවෙ.. මෙතන බනින උන්ට හෙට යන්න visa දෙනව කිවුවොත් සෙට් එකම යයි කොරෝන නෙවේ බෝමබ ගහනව කිවුවත් ,0,B
පොඩි කෑල්ලක උනත් වෙනම ආතල් එකක් තියෙනවා,0,B
පොඩි ලොකු ඒක මරු යකෝ,0,B
පොඩි හා ලොකු ... ,0,B
පොඩියට ඉන්නේ මේ ඉන්නේ උඹලගේ තාත්තා කෝ බන් උඹ ,0,B
පොඩ්ඩක් කලිං පෙන්නුවනං පට්ට,0,B
පොඩ්ඩක් හිනා වෙයන් මයෙ මාම,0,B
පොද වැස්ස,0,B
පොදුජන පැතුම. මව්බිම ජයග්‍රහණය කරවීමට ඔබතුමන්ලා ගෙන යන ක්‍රියාමාර්ග විශිෂ්ටයි. ජයවේවා ..තෙරුවන් සරණයි ..,0,B
පොන්න කාවින්දයා!!කන්න හරි වියාපාර කරන්න හරි ජීවත් වෙලා ඉන්න එපැයී ගස් බරි වේසිගෙ පුතෝ...,1,B
පොන්න බූරුවො මේ වසංගතයේ ලංකාවට විතරක් නෙවෙයි මුලු ලෝකෙටම ගියේ වසංගතයක් තොගේ ඇස්දෙක කන වෙලාද යකෝ තෝ කියන්නේ මුළු රටේම ජනතාවට කොරෝනා හදාගන්ඩ කියලද ඔව් එ්ක කරනවා උඹලගේ ආන්ඩුව තිබ්බනම් හොඳ වෙලාවට තොපිට ආණ්ඩුව නැති වුනේ තිබුන නම් මුළු ලංකාවම corona තොපිට ඉන්න වෙන්නේ ඔරෝගෙන,1,B
පොන්න වෙසියෙ රටට බනින්නෙ අම්මට ලන්කාවෙ හුකාපු නිසාද,1,B
පොන්න වේසි,1,B
පොන්න වේසි ජාතිය දාන්නේ නැති ව්න් ගහනවද දන්නෙ නෑ කාරී වේසි,1,B
පොන්න වේසිගෙ පුතෝ,1,B
පොන්න වේසියෙක් නෙ,1,B
පොන්න හුත්ති,1,B
පොන්නයා ඇදිරි නිතිය ඉවර වෙලා වරෙන් තොපි ඔක්කොටම මේ පාර මිනිස්සු හුකෝලා ගන්නවා,1,B
පොන්නයො තවම එහෙම තත්වයක් ලංකාවේ නැහැ .උම්බලා හිතන දෙයක් වෙන්නෙත් නැහැ උම්බලා නිකන් උඩුබුරු දැම්ම කියලා ආයේ උඹලාට ජන්ද දෙන්න මිනිස්සු සූදානම් නැහැ ඕවා කියන්න කියන්න තොපි පිරිහෙනවා බල්ලො ...,1,B
පොන්නි,1,B
පොන්සියෝ වැඩෙ පටන් අරන්..මඩ ගහන්න.,1,B
පොරබ ගෙදර බෙල් ඒක ගහලා දිව්වා කුනු කුඩේ අයේ වත්තට විසික්‍කරා සෝරි මාමි ,0,B
පොලිසියට හමුදාවට බනින්න එපා හුත්තියේ.බැනපන් තොගේ අම්මට තෝ වගේ කාලකන්න බැල්ලියෙක් මේ ලෝකෙට බිහිකරපු එකට.,1,B
"පොලිස් කාරයන්ට aei මිනිස්සු බනින්නේ, හෙන ඉල්ලන වෙලාවල් තියෙනවා",1,B
පොලිස්පතිතුමනි.. නීතියෙන් උපරිම දඩුවම් දෙන්න ..,0,B
පොලීසියෙ තුන්දෙනත් එක්ක ඔක්කොමඑතන හයක් ඉන්නවා..මේ පෝස්ට් එකේ ව්දිහට ඊටත් වඩා ඉඳල වගේ..එතකොට මේ වැඩේට සහභාගී උනා කියන පස් දෙනා කවුද?,0,B
පොලු කීයක් කන්න ඇත්ද ඔහොම කතා කරන්න,1,B
පොලු ගොඩාක් ලොකු ඇති .මූන දැක්කම හොදටම පෙනෝ.පොලු වලින් හොදට කාපු විත්තිය ,1,B
පොලූ කනකොට ඔහොම තමයි,1,B
පොල්ලක් අරන් පුක දිගේ බැස්සුවානම් මුන්ට ඉවරයි කේස් එක,1,B
පෝන්නයෝ කැඳවාගෙන හිටපන්කෝ අඩෝ මොකද ඔයාලා පෙනුමකින්ද උඹට වඩා ලොකු මිනිස්සු නිල් ලංකාව ඉන්නවා ගිු ලංකාව ගැන බලන්නේ නැතුව ලෝකය ගැන පොඩ්ඩක් බලපන් කොරෝනා වෛරසය ට රජය මුහුණ දෙන විදිය . කතෝලික මේ සැරේ නම් ඉන්නේ අන්න ඒක මතක තියා ගනින්.,1,B
පෝය යූඇන්පී එකේ මන්ත්‍රීවරු ටික උඹලට ඔච්චර කැක්කුමක් තියෙනවා නං උඹලගෙ අවුරුදු 4ගත්ත පඩිය මිනිස්සු වෙනුවෙන් කැප කරපල්ලකෝ,1,B
පෝලිමක් දානව කිව්වා විතරයි පොලිස් පතිගෙන් සමාව අරන් බන්,1,B
පෝලිම් පනින්න එපා... පිළි‍‍වෙලට හිට ගනිල්ලා,0,B
ප්කවල් කටට අරන් අරන් කටේ ලොකු වේසිගෙ,1,B
ප්ට් ව්ස,1,B
ප්ට්ටෝ..,1,B
ප්‍රධාන නළුවගෙ ඉඳල හැම නළුවෙක්ම නිලියක්ම තමන්ගෙ උපරිමය එකතු කරද්දි ප්‍රේක්ෂකයින්ට දකින්න වෙන්නෙ ඇස් අදහගන්න බැරි නිර්මාණයක්.ඒක බැල්කණියෙ ඉන්න ප්‍රේක්ෂකයටත් එකයි.ගැලරියෙ ඉන්න ප්‍රේෂකයටත් එකයි.ඔවුන් සතුටු උනා කියන්නෙම සිනමාව දියුණු වෙනවමයි කියන එක.මීට තෘප්තිමත් ප්‍රේක්ෂකයෙක්.චිරං ජයතු.....ජනපතිඳුණි....,0,B
ප්‍රශ්නය තමන්ගේ නොවනතාක් පිලිතුර දාර්ශනිකය...කෙසේවෙතත් පෙරසුදානම වටින බැවින් ලංකාවේ තත්ත්වය මේවසංගතයත් සමග යහපත් මට්ටමකද යන්න තීරණය කරන්න,0,B
"ප්‍රසංසනීයයි ජනපතිතුමනි, ඔබේ කාර්ය භාරය. Really respect !",0,B
ප්‍රියන්ත ආවෙ නෑ බ්‍රෝ.. ජෙහාන් ඒ ගාණමයි,0,B
ප්‍රියන්ත ඇමති කෙනෙක් නෙමෙයිද එතකොට?,0,B
ප්‍රියන්ත ගෙනම් පොඩ්ඩක් අඩුවෙලා ද මන්දා?,0,B
ප්‍රියන්ත මංත්‍රීතුමා ( ගොඩක් විට ඇමතිතුමා ) ඔය බිල්ඩිමේ ඉඳී කියල හිතනවද..හුම් ,0,B
ප්‍රියන්තගෙ කට් එක,0,B
ප්රියන්තයො බඩු ගත්තේ කොහෙන්ද කියලා ජෙහානයට හොරෙන් එකක් දාපන් ගෙදෙට්ට වෙලා තනියම බොන්නම්,0,B
ප්‍රීතී පුරෝහිත ප්‍රීතී!!,0,B
ඵ්ඩිස් මාරාන්තික යි සුව කල නොහැකියි පරිස්සම්න්,1,B
බඩ මහනකොට මේකිගෙ කටත් මහන්නයි තිබුනෙ.,1,B
බඩගින්නට ඔගොල්ලො හිටියානම් දෙන්නෙ corona ද,1,B
බඩු වගේ,1,B
"බඩු විකුනන්ඩ එන වාහන වලිනුත් බෝ වෙන්ඩ පුලුවන් , ආරක්ශිත ක්‍රමවේදයන් භාවිතා කරන බවක් පෙන්ඩ නැ",0,B
බඩුව,1,B
බඩුව.කැරිවෙසි.,1,B
බඩුවක්,1,B
බඩුවක් වගේ,1,B
බඩුවක්ද කොහේද,1,B
බඩුවක්ම තමා බං තොට හුකලා අපිට කොරොනා බොවෙයිද මංදා,1,B
බත් කන හරක්.මිනිස්සු අවුස්සනවා,1,B
"බත් නම් කවන පුලුවන් ,, but මොලේ දෙන්ට බහ නේ .... ",1,B
